,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Avg counts in Cre-,Avg counts in Cre+
Gm49207,0.363043041,-0.505301599,2.989523412,-0.169024132,0.86577766,NA,0.2,1
Gm49216,0.270592564,-0.960134785,2.993911547,-0.320695776,0.748440949,NA,1.5,4.6
Gm49218,1.480418391,-2.54255974,1.75372327,-1.449806696,0.147112432,NA,3.2,4.5
Gm49228,0.028848966,1.126524066,3.026154283,0.372262602,0.70969734,NA,0,3.2
Gm49229,0.260490152,1.098303697,3.017011146,0.364037004,0.715830378,NA,0.3,0.4
Gm49238,0,0,0,0,1,NA,3.3,0
Gm49240,0.137155639,-0.07713362,3.02073704,-0.025534702,0.979628469,NA,2.5,0.7
Gm49244,0.710333803,-0.270854438,1.507975482,-0.179614617,0.857455129,NA,0.5,1.4
Gm4925,0.487846638,0.982132157,2.59014112,0.379180945,0.704553501,NA,0.8,0.7
Gm49258,0.748749168,3.195557501,2.998168695,1.065836458,0.286497577,NA,2,0.2
Gm49260,0.811777691,-2.53116996,2.969212097,-0.852471928,0.393952213,NA,0,8.3
Gm49265,0,0,0,0,1,NA,3.6,0
Gm49266,1.217339474,4.527506918,2.98221504,1.518169165,0.128971759,NA,1.9,0
Gm49270,0.811046081,-1.929084606,2.970554444,-0.649402205,0.516078439,NA,0.1,6.2
Gm4928,0.773919331,-0.418737529,1.896631188,-0.220779629,0.825264026,NA,0.5,1.6
Gm49308,0,0,0,0,1,NA,0,3.4
Gm49312,0.470599525,3.340420862,3.00635994,1.111118073,0.26651753,NA,1.1,0
Gm49331,0,0,0,0,1,NA,7.2,5.7
Gm49355,0,0,0,0,1,NA,4.2,0
Gm4936,0.719093029,0.537261384,1.953729339,0.27499274,0.783321816,NA,0.6,1.1
Gm49376,0,0,0,0,1,NA,5.8,3
Gm49396,0.114894311,1.306930515,3.024208925,0.43215616,0.66562792,NA,3.7,0.2
Gm49435,0.817662375,0.632125801,2.966123767,0.213115113,0.831237177,NA,1.1,4.4
Gm49446,0,0,0,0,1,NA,0,4.7
Gm49449,0,0,0,0,1,NA,1.3,0
Gm49454,0.671765322,0.140099254,2.984095253,0.046948653,0.962554151,NA,0.3,0.8
Gm49463,0.927636699,-2.717161895,2.967687764,-0.915582134,0.359886106,NA,0,7
Gm49477,0,0,0,0,1,NA,2,0
Gm49483,0,0,0,0,1,NA,2.4,0
Gm49484,0.700241533,-1.993202597,2.970620148,-0.670971884,0.502238441,NA,3.8,7.4
Gm49499,0,0,0,0,1,NA,2.1,0
Gm4950,0.748952008,-0.227281446,2.975729212,-0.076378403,0.939118051,NA,0.3,1.2
Gm49519,0,0,0,0,1,NA,0,2.2
Gm49520,0,0,0,0,1,NA,0,3.5
Gm49522,0,0,0,0,1,NA,2.8,0
Gm49524,0,0,0,0,1,NA,7.4,3
Gm49525,0,0,0,0,1,NA,0,1.4
Gm49526,0,0,0,0,1,NA,0,1.8
Gm4953,1.135950933,-0.751704826,1.293006873,-0.581361817,0.560996626,NA,4.2,6.7
Gm49534,0.02809329,1.681949511,3.024981108,0.55601984,0.578197292,NA,0.1,4.1
Gm49537,0.475652486,-0.380273906,2.076224536,-0.183156446,0.854675268,NA,0.2,1
Gm49548,0,0,0,0,1,NA,0,3.4
Gm49550,1.768610289,-2.326641227,1.778125623,-1.308479669,0.190710666,NA,0.5,4.6
Gm49558,0.318831855,1.052388412,3.017702622,0.348738277,0.727285806,NA,0.3,0.4
Gm49564,0.03251612,1.126524066,3.026154283,0.372262602,0.70969734,NA,0,4.1
Gm49570,0.253338318,1.16125013,3.017328399,0.384860372,0.700340867,NA,0.3,0.4
Gm49584,0.097968313,0.194508577,3.023628819,0.064329515,0.948707852,NA,4.8,3
Gm49586,0,0,0,0,1,NA,0,2
Gm49590,0.11583621,0.211038275,3.023762114,0.06979328,0.944358196,NA,0,4.3
Gm49594,0.4756019,-0.97418636,2.979811208,-0.326928886,0.743721672,NA,0.2,1.3
Gm4960,0.774185044,0.883174846,1.780855913,0.495927177,0.619945791,NA,0.6,0.9
Gm49616,0.418883487,-1.217006433,2.981419818,-0.408196935,0.683129098,NA,0.1,6.3
Gm49619,0.251395384,0.752622535,3.021559694,0.249084119,0.803295713,NA,0.2,0.4
Gm4962,1.166609519,4.457148762,2.983476338,1.493944733,0.135190065,NA,1.2,0
Gm4963,1.833342513,3.468703154,2.807763031,1.235397402,0.216682639,NA,6.9,0.5
Gm49634,0.332139938,2.095390873,3.014514274,0.695100664,0.486992219,NA,0.4,0.2
Gm49641,0.23622254,1.296777697,3.021577954,0.429172345,0.667797807,NA,0.3,0.3
Gm49662,0.363627431,-1.363115748,2.984869219,-0.4566752,0.647904519,NA,0,1.2
Gm4968,1.215226533,0.743642546,1.823958906,0.40770795,0.6834881,NA,1.6,6.4
Gm49684,0,0,0,0,1,NA,0,2.6
Gm49689,0.297847703,0.606707932,3.007797203,0.201711715,0.840142104,NA,0.4,0.6
Gm49694,0,0,0,0,1,NA,0,1.7
Gm49700,0.405639537,-0.567931381,2.99448387,-0.189659189,0.849576203,NA,2.6,4.4
Gm49701,0.069015378,0.837989154,3.026154276,0.276915543,0.781844958,NA,0,3.5
Gm49704,0.476865747,0.019043872,2.323830146,0.008195036,0.99346138,NA,0.4,1
Gm49707,1.765264757,-3.644422578,2.962427263,-1.230215041,0.218616589,NA,0,6
Gm49712,0,0,0,0,1,NA,0,2.8
Gm49713,0.258230963,1.185110663,3.023314449,0.39199054,0.695065204,NA,4.6,0.3
Gm49717,0.233141573,1.922544247,3.016657191,0.637309487,0.523923272,NA,5.4,0.2
Gm49720,0.12292821,1.762180987,3.023314479,0.582863939,0.559984898,NA,2.2,0.1
Gm49727,1.006640741,-1.172941743,2.957428074,-0.396608713,0.691656026,NA,0.8,5.9
Gm49733,1.123458102,-2.988644279,2.965786077,-1.0077073,0.313595,NA,4.6,3.2
Gm49736,0,0,0,0,1,NA,2.2,0
Gm4974,0.304591792,0.805511761,3.010370969,0.267578903,0.789023472,NA,0.4,0.6
Gm49741,0,0,0,0,1,NA,0,3.7
Gm49745,0.035415485,1.126524066,3.026154283,0.372262602,0.70969734,NA,0,4.4
Gm49752,0.063676157,1.444198905,3.024778102,0.477456149,0.633037339,NA,0.1,2.6
Gm49763,0.117415462,0.211038275,3.023762114,0.06979328,0.944358196,NA,0,4.3
Gm49767,1.241470552,0.837259283,1.21674559,0.688113678,0.491381198,NA,1.2,1.5
Gm4977,1.428649279,0.502910347,1.043962992,0.481731969,0.629996363,NA,1.5,2.1
Gm49817,0.160854885,1.444198905,3.024778102,0.477456149,0.633037339,NA,3.5,0.1
Gm49838,0.119781937,1.444198905,3.024778102,0.477456149,0.633037339,NA,0.1,5.2
Gm49848,0.075471811,0.837989154,3.026154276,0.276915543,0.781844958,NA,0,4.7
Gm4986,1.79759124,-0.220533208,1.349947289,-0.16336431,0.870231601,NA,1.5,4.2
Gm49866,0.06503224,0.837989154,3.026154276,0.276915543,0.781844958,NA,2,4.4
Gm49869,0.03251612,1.126524066,3.026154283,0.372262602,0.70969734,NA,2.7,1.7
Gm4987,0.910009155,-0.392123615,1.456814394,-0.269165116,0.787802623,NA,4.2,4.7
Gm49870,0,0,0,0,1,NA,3.1,8.4
Gm49877,0.920311385,0.570164981,1.355971763,0.420484405,0.674131619,NA,4.3,1.3
Gm49879,1.225832067,0.142792643,1.669262522,0.085542352,0.931830227,NA,0.9,2.4
Gm49890,0.041629625,0.837989154,3.026154276,0.276915543,0.781844958,NA,0,3
Gm49891,0.402578549,3.176104833,3.009474897,1.055368442,0.29125685,NA,0.9,0
Gm49893,0,0,0,0,1,NA,0,3.6
Gm49905,0.899040683,0.426104928,1.590268729,0.267945235,0.788741474,NA,0.9,1.3
Gm49915,1.610314195,4.94632628,2.975830358,1.662166752,0.096479344,NA,7.7,4.5
Gm49921,0.223747078,-0.015353188,3.011770919,-0.005097728,0.995932619,NA,0.1,0.7
Gm49925,0.413129265,3.202421733,3.009170486,1.06422077,0.2872287,NA,4.9,0
Gm49926,0.187333313,-0.443618735,3.009514198,-0.14740543,0.88281202,NA,0,0.9
Gm49927,0.342460893,-0.903918085,2.987687,-0.302547785,0.762234512,NA,0.1,5.6
Gm49932,0,0,0,0,1,NA,0,1.5
Gm49933,0.168661218,-0.284899309,3.014624775,-0.094505728,0.924707432,NA,0,0.6
Gm49940,0,0,0,0,1,NA,0,1.6
Gm49958,0.030032649,1.126524066,3.026154283,0.372262602,0.70969734,NA,0,1.7
Gm49960,0,0,0,0,1,NA,2,7.5
Gm49966,0,0,0,0,1,NA,7.5,3.4
Gm49967,0.213908875,2.658314477,3.014680925,0.881789663,0.377890563,NA,0.5,0
Gm49972,1.327562667,3.495000292,2.979986503,1.172824202,0.240866311,NA,10.3,2.7
Gm49975,0,0,0,0,1,NA,0,2.9
Gm49979,1.41401797,-3.324002539,2.963879427,-1.121503968,0.262073403,NA,0,9.8
Gm49983,0,0,0,0,1,NA,0,4
Gm49996,0.175239996,0.234381985,3.020566074,0.077595384,0.938149914,NA,0.1,0.5
Gm50006,0.272383012,-0.519837875,2.997452374,-0.173426567,0.862316144,NA,0.1,0.8
Gm50010,0.914359454,-2.698994267,2.967828194,-0.909417288,0.3631299,NA,5,3.9
Gm50020,0,0,0,0,1,NA,0,3.5
Gm50037,0,0,0,0,1,NA,0,3.6
Gm50039,0.281085117,-0.578103765,2.995801502,-0.192971318,0.846981431,NA,0.1,0.9
Gm50040,0.316626925,-1.164836566,2.989007825,-0.389706764,0.696753394,NA,0,1.1
Gm50053,0,0,0,0,1,NA,0,3
Gm50058,1.799918877,-1.584615819,1.311860139,-1.207915212,0.227079878,NA,0.9,5.9
Gm50059,0.849049561,-0.279441522,1.780866487,-0.156913235,0.875313229,NA,0.6,2.1
Gm50060,0,0,0,0,1,NA,3.2,0
Gm50068,0,0,0,0,1,NA,0,3.1
Gm50070,0.029353866,1.126524066,3.026154283,0.372262602,0.70969734,NA,0,3.1
Gm50092,0,0,0,0,1,NA,3.9,0
Gm5042,1.149187011,-0.70238895,1.536432472,-0.457155757,0.647559096,NA,0.9,2.6
Gm5045,0.327514433,-0.12457514,3.008173786,-0.041412215,0.966967275,NA,0.1,4
Gm5049,0.318739368,-1.161805669,2.989075532,-0.388683945,0.697509961,NA,0,0.9
Gm5050,0.363828627,0.293763697,2.994805874,0.098091065,0.921859982,NA,0.4,0.8
Gm5063,1.096417094,-2.414473916,2.716423284,-0.888843035,0.374087444,NA,0.2,4.3
Gm5064,0.577902648,2.470747188,3.006442073,0.82181766,0.411180681,NA,0.5,4.9
Gm5070,1.51875285,-2.166449455,2.152515331,-1.006473415,0.314187894,NA,4,4.7
Gm5086,0.286631207,0.15451672,3.016916812,0.051216765,0.959152793,NA,6.8,7.6
Gm5093,0.790946752,-0.516013418,1.752365857,-0.294466715,0.768401294,NA,0.4,5.3
Gm5112,0.894317939,-2.663838801,2.968104982,-0.897488067,0.369458538,NA,2.5,12.2
Gm5117,0.258858587,0.771831385,3.016301535,0.25588668,0.79803834,NA,0.3,5.1
Gm5118,0,0,0,0,1,NA,0,2.1
Gm5120,0.19759941,1.716403464,3.019540388,0.568432027,0.569741648,NA,4.3,0.2
Gm5129,0.979353485,-2.240692739,2.965762124,-0.755520047,0.449937009,NA,0.2,6.7
Gm5135,0.335695222,2.0957697,3.014509833,0.695227356,0.486912831,NA,0.4,0.2
Gm5136,1.412672194,4.376900237,2.979909619,1.468803017,0.141886226,NA,0.8,0.1
Gm5148,0.060065298,0.837989154,3.026154276,0.276915543,0.781844958,NA,2.9,0.2
Gm5150,0.291364611,1.318199294,3.013963286,0.437364085,0.661847326,NA,0.4,4.3
Gm5160,1.375386163,-0.201352549,1.331523758,-0.151219644,0.879802455,NA,0.7,2.5
Gm5171,0.266665341,1.306721841,3.01558717,0.433322523,0.664780478,NA,3.6,2.8
Gm5175,1.383353003,-0.645615395,1.168516423,-0.552508619,0.580599931,NA,4.6,3.1
Gm5176,0.398335804,-1.506497598,2.982207748,-0.505161855,0.613445159,NA,2.4,1.8
Gm5181,0.426484884,1.647740393,2.65207027,0.621303444,0.534399988,NA,0.5,0.4
Gm5184,0.04473095,1.732734015,3.024778107,0.572846653,0.566748528,NA,0.1,3.5
Gm5187,0.782771637,-0.923665227,1.75946596,-0.52496908,0.599604685,NA,0.4,1.8
Gm5209,0.309375282,1.261504757,3.015578026,0.418329337,0.675706343,NA,0.4,0.4
Gm5210,1.492701911,-1.604838838,1.191046021,-1.347419671,0.177845109,NA,0.5,3.8
Gm5215,0.913746534,0.360812212,1.504346931,0.239846411,0.810449326,NA,0.6,1.2
Gm5218,0.422459876,1.218051466,3.009658725,0.404714148,0.685687641,NA,0.4,0.5
Gm5221,0.1759665,-0.332375621,3.013175362,-0.110307427,0.912165567,NA,0,0.6
Gm5228,0.187370345,-0.422099302,3.010201299,-0.140222949,0.888483841,NA,4.1,0.7
Gm5230,1.837371358,-0.813164043,1.074715846,-0.756631668,0.449270563,NA,1.2,4.4
Gm5240,0.930781582,-0.793203621,2.595895607,-0.305560678,0.759939164,NA,0.5,5.3
Gm5258,0.313850306,1.896969133,3.013487727,0.629492901,0.529026415,NA,0.6,0.3
Gm5259,0.783310854,-1.434496098,2.966501348,-0.483564957,0.628694649,NA,0.3,1.8
Gm5267,0.141180936,2.059658844,3.023202765,0.681283726,0.495691979,NA,0.2,3.5
Gm5272,0.711905721,-0.629219719,1.650600598,-0.381206525,0.703050008,NA,0.5,1.7
Gm5274,1.018133918,-0.019374943,1.564434763,-0.012384628,0.990118749,NA,0.6,1.6
Gm5276,0.704305549,-0.800945925,1.481043925,-0.540798225,0.588646667,NA,0.4,1.7
Gm5277,1.133859578,-0.889638546,1.62215903,-0.548428686,0.583397584,NA,0.7,2.6
Gm5278,0.190916453,0.806786159,3.022006253,0.266970381,0.789491967,NA,0.2,0.4
Gm5292,0.517556618,0.574418126,2.56181258,0.224223321,0.822583538,NA,0.4,5.7
Gm5297,0.150754928,1.468542534,3.023378498,0.485728973,0.627159339,NA,0.2,4.1
Gm5300,0.427199701,0.632019275,2.661534523,0.237464241,0.812296658,NA,0.4,3
Gm5302,0.475673646,0.636068761,1.916822276,0.331835021,0.740013838,NA,0.5,0.8
